user_id,mix_id,mix_name,mix_tags,track_id,track_name,artist_name,voice_instrumental_value,voice_instrumental_prob,bpm,danceability_value,danceability_prob,tone
13132,31725,Amrita's party 2nd (bit more nostalgic) mix ,"electronic, party, rock français",40791,Dancing With Myself,Nouvelle Vague
13132,31725,Amrita's party 2nd (bit more nostalgic) mix ,"electronic, party, rock français",104212,Mess Around,Ray Charles,voice,0.9187515378,148.928695679,danceable,0.838720440865,minor
13132,31725,Amrita's party 2nd (bit more nostalgic) mix ,"electronic, party, rock français",8543,Woo Hoo,The 5.6.7.8's
13132,31725,Amrita's party 2nd (bit more nostalgic) mix ,"electronic, party, rock français",245262,King Kong Five,Mano Negra
13132,31725,Amrita's party 2nd (bit more nostalgic) mix ,"electronic, party, rock français",255612,Do You Think I'm Sexy,I'M'L
13132,31725,Amrita's party 2nd (bit more nostalgic) mix ,"electronic, party, rock français",255614,Ca (C'est Vraiment Toi),Telephone,voice,0.977232158184,153.329711914,not_danceable,0.646196305752,major
13132,31725,Amrita's party 2nd (bit more nostalgic) mix ,"electronic, party, rock français",255618,Do I Have Your Attention? (Radio Edit),The Blood Arm & Anaïs
13132,31725,Amrita's party 2nd (bit more nostalgic) mix ,"electronic, party, rock français",139523,I Wanna Be Your Dog,The Stooges
13132,31725,Amrita's party 2nd (bit more nostalgic) mix ,"electronic, party, rock français",139521,Roxette,Dr. Feelgood
13132,31725,Amrita's party 2nd (bit more nostalgic) mix ,"electronic, party, rock français",255623,Jamming,Bob Marley & The Wailers,voice,0.988396823406,123.773262024,danceable,0.768554031849,minor
13132,31725,Amrita's party 2nd (bit more nostalgic) mix ,"electronic, party, rock français",255620,I've Seen That Face Before,Grace Jones,instrumental,0.99340736866,133.266448975,not_danceable,1,minor
13132,31725,Amrita's party 2nd (bit more nostalgic) mix ,"electronic, party, rock français",255626,Raspberry Beret,Prince
13132,31725,Amrita's party 2nd (bit more nostalgic) mix ,"electronic, party, rock français",9051,Don't Stop 'Til You Get Enough,Michael Jackson
13132,31725,Amrita's party 2nd (bit more nostalgic) mix ,"electronic, party, rock français",145205,Soul Sacrifice [Live],Santana
