user_id,mix_id,mix_name,mix_tags,track_id,track_name,artist_name,focus,voice_instrumental_value,voice_instrumental_prob,bpm,danceability_value,danceability_prob,tone
688472,439280,kokdeblade A.k.A D33|\|B33:GAMING/[FOCUS]\M|X,"gaming, dubstep, focus, adrenaline, drum and bass",4876743,Remorse Code - Transcend,piax,1
688472,439280,kokdeblade A.k.A D33|\|B33:GAMING/[FOCUS]\M|X,"gaming, dubstep, focus, adrenaline, drum and bass",4439152,Turret Error - Ephixa [Portal 2 Electro Dubstep Remix],ephixa,1
688472,439280,kokdeblade A.k.A D33|\|B33:GAMING/[FOCUS]\M|X,"gaming, dubstep, focus, adrenaline, drum and bass",4876712,Hadouken! - Turn The Lights Out (Spor Remix),hadouken,1,voice,0.893804371357,85.91822052,danceable,0.999545872211,major
688472,439280,kokdeblade A.k.A D33|\|B33:GAMING/[FOCUS]\M|X,"gaming, dubstep, focus, adrenaline, drum and bass",4876690,Metamorphosis,Blue_Stahli,1
688472,439280,kokdeblade A.k.A D33|\|B33:GAMING/[FOCUS]\M|X,"gaming, dubstep, focus, adrenaline, drum and bass",4876752,Switchback,Celldweller,1,voice,0.735121190548,112.073417664,danceable,0.999999701977,minor
688472,439280,kokdeblade A.k.A D33|\|B33:GAMING/[FOCUS]\M|X,"gaming, dubstep, focus, adrenaline, drum and bass",4876727,Skrillex - Fucking Die 2 (€€ Cooper Mix),LoonatikzDUB,1
688472,439280,kokdeblade A.k.A D33|\|B33:GAMING/[FOCUS]\M|X,"gaming, dubstep, focus, adrenaline, drum and bass",4877226,Pendulum - Blood Sugar,AggesMusic,1
688472,439280,kokdeblade A.k.A D33|\|B33:GAMING/[FOCUS]\M|X,"gaming, dubstep, focus, adrenaline, drum and bass",4877061,Awaking State - Out There (Subsonik Remix),gir7,1
688472,439280,kokdeblade A.k.A D33|\|B33:GAMING/[FOCUS]\M|X,"gaming, dubstep, focus, adrenaline, drum and bass",4270948,Hey Sexy Lady (Skrillex Remix),Whompspot,1
688472,439280,kokdeblade A.k.A D33|\|B33:GAMING/[FOCUS]\M|X,"gaming, dubstep, focus, adrenaline, drum and bass",4486749,"Pendulum - The Island, Part 2 (Dusk)",nookmusic,1
688472,439280,kokdeblade A.k.A D33|\|B33:GAMING/[FOCUS]\M|X,"gaming, dubstep, focus, adrenaline, drum and bass",4876771,BENGILI (ULTRA),ULTRA,1
688472,439280,kokdeblade A.k.A D33|\|B33:GAMING/[FOCUS]\M|X,"gaming, dubstep, focus, adrenaline, drum and bass",4877118,Bombshock,hadouken,1,voice,0.996849417686,144.914672852,danceable,0.999850988388,minor
688472,439280,kokdeblade A.k.A D33|\|B33:GAMING/[FOCUS]\M|X,"gaming, dubstep, focus, adrenaline, drum and bass",4654046,Delta Heavy - Space Time,Delta Heavy,1
688472,439280,kokdeblade A.k.A D33|\|B33:GAMING/[FOCUS]\M|X,"gaming, dubstep, focus, adrenaline, drum and bass",4876809,Current Value featuring Snow-Edge of Dreams-clip,Section 8 Recordings,1
688472,439280,kokdeblade A.k.A D33|\|B33:GAMING/[FOCUS]\M|X,"gaming, dubstep, focus, adrenaline, drum and bass",4877055,Noisia - Stigma (Split the Atom),NOISIA,1
