user_id,mix_id,mix_name,mix_tags,track_id,track_name,artist_name,focus,voice_instrumental_value,instrumental,voice,danceability_value,danceable,not_danceable,mood_acoustic_value,acoustic,not_acoustic,mood_aggressive_value,aggressive,not_aggressive,mood_party_value,party,not_party,mood_relaxed_value,relaxed,not_relaxed,tone,bpm
210,226,petesoders mix 1,,1555,Sound Of Silver,LCD Soundsystem,0,voice,0.116537645459,0.883462369442,not_danceable,3.00000096379e-14,1,not_acoustic,0.0955903604627,0.904409646988,not_aggressive,3.00000096379e-14,1,not_party,1.57784197654e-05,0.999984204769,relaxed,0.808817088604,0.191182896495,major,119.954978943
210,226,petesoders mix 1,,1556,Time To Get Away,LCD Soundsystem,0,instrumental,0.51584059,0.48415941,danceable,0.959277391434,0.0407226085663,not_acoustic,0.0570629909635,0.942937016487,not_aggressive,0.141519889235,0.858480095863,party,0.855808913708,0.144191086292,not_relaxed,0.383644551039,0.616355478764,minor,125.004211426
210,226,petesoders mix 1,,1557,Get Innocuous!,LCD Soundsystem,0
210,226,petesoders mix 1,,1558,Someone Great,LCD Soundsystem,0,instrumental,0.533156633377,0.466843336821,danceable,0.985771119595,0.0142288934439,not_acoustic,0.388297587633,0.611702442169,not_aggressive,0.0198746062815,0.980125367641,party,0.777454316616,0.222545668483,not_relaxed,0.485176533461,0.514823436737,major,113.006866455
210,226,petesoders mix 1,,1559,"New York, I Love You But You're Bringing Me Down",LCD Soundsystem,0
210,226,petesoders mix 1,,1560,North American Scum,LCD Soundsystem,0
210,226,petesoders mix 1,,1561,Watch The Tapes,LCD Soundsystem,0,instrumental,0.754840731621,0.24515928328,danceable,0.887866020203,0.112133964896,not_acoustic,0.129150271416,0.870849728584,not_aggressive,0.03168496117,0.968315064907,not_party,0.134300947189,0.865699052811,relaxed,0.721465528011,0.278534442186,minor,152.890213013
210,226,petesoders mix 1,,1562,All My Friends,LCD Soundsystem,0
210,226,petesoders mix 1,,1563,Us v Them,LCD Soundsystem,0,instrumental,0.97766315937,0.0223368369043,danceable,0.941503822803,0.0584962032735,not_acoustic,0.0146864280105,0.985313594341,aggressive,0.671479701996,0.328520298004,party,0.85890185833,0.141098111868,not_relaxed,0.0714842155576,0.928515791893,major,132.438827515
210,226,petesoders mix 1,,1685,Someone Great,LCD Soundsystem,0,instrumental,0.533156633377,0.466843336821,danceable,0.985771119595,0.0142288934439,not_acoustic,0.388297587633,0.611702442169,not_aggressive,0.0198746062815,0.980125367641,party,0.777454316616,0.222545668483,not_relaxed,0.485176533461,0.514823436737,major,113.006866455
