user_id,mix_id,mix_name,mix_tags,track_id,track_name,artist_name,focus,voice_instrumental_value,instrumental,voice,danceability_value,danceable,not_danceable,mood_acoustic_value,acoustic,not_acoustic,mood_aggressive_value,aggressive,not_aggressive,mood_party_value,party,not_party,mood_relaxed_value,relaxed,not_relaxed,tone,bpm
1176,450,Manic and Blues Disc Two - February 2004,"depression, blues, bipolar, manic",4479,01 Manic Depression,Jimi Hendrix,0,instrumental,0.999999821186,1.55708406169e-07,not_danceable,3.00000096379e-14,1,not_acoustic,0.0955903604627,0.904409646988,not_aggressive,3.00000096379e-14,1,not_party,1.57784197654e-05,0.999984204769,relaxed,0.808817088604,0.191182896495,minor,154.995178223
1176,450,Manic and Blues Disc Two - February 2004,"depression, blues, bipolar, manic",4478,03 Paint It Black,The Rolling Stones,0,instrumental,0.991063594818,0.00893639214337,not_danceable,3.00000096379e-14,1,not_acoustic,0.0955903604627,0.904409646988,not_aggressive,3.00000096379e-14,1,not_party,1.57784197654e-05,0.999984204769,relaxed,0.808817088604,0.191182896495,minor,156.185180664
1176,450,Manic and Blues Disc Two - February 2004,"depression, blues, bipolar, manic",4474,05 No Self-Control,Peter Gabriel,0
1176,450,Manic and Blues Disc Two - February 2004,"depression, blues, bipolar, manic",4489,06 I'm So Tired,The Beatles,0,instrumental,0.981542110443,0.0184578765184,not_danceable,3.00000096379e-14,1,not_acoustic,0.0955903604627,0.904409646988,not_aggressive,3.00000096379e-14,1,not_party,1.57784197654e-05,0.999984204769,relaxed,0.808817088604,0.191182896495,major,143.808990479
1176,450,Manic and Blues Disc Two - February 2004,"depression, blues, bipolar, manic",4487,07 I Know There's An Answer,The Beach Boys,0
1176,450,Manic and Blues Disc Two - February 2004,"depression, blues, bipolar, manic",4485,09 I Don't Remember,Peter Gabriel,0,voice,0.0274851061404,0.972514867783,danceable,0.708094894886,0.291905105114,not_acoustic,0.180140897632,0.819859087467,not_aggressive,0.422434777021,0.577565193176,not_party,0.427717030048,0.572282969952,relaxed,0.881115436554,0.118884585798,major,117.255615234
1176,450,Manic and Blues Disc Two - February 2004,"depression, blues, bipolar, manic",4484,10 Four and Twenty Years Ago,Crosby Stills And Nash,0
1176,450,Manic and Blues Disc Two - February 2004,"depression, blues, bipolar, manic",4476,11 Destroyer,The Kinks,0
1176,450,Manic and Blues Disc Two - February 2004,"depression, blues, bipolar, manic",4483,12 Everybody Hurts,R.E.M.,0
1176,450,Manic and Blues Disc Two - February 2004,"depression, blues, bipolar, manic",4481,13 Everybody's Got Something To Hide Except For Me and My Monkey,The Beatles,0
1176,450,Manic and Blues Disc Two - February 2004,"depression, blues, bipolar, manic",4486,15 In My Room,The Beach Boys,0
1176,450,Manic and Blues Disc Two - February 2004,"depression, blues, bipolar, manic",4475,17 Change Is Gonna Come,Sam Cooke,0
