user_id,mix_id,mix_name,mix_tags,track_id,track_name,artist_name,focus,voice_instrumental_value,instrumental,voice,danceability_value,danceable,not_danceable,mood_acoustic_value,acoustic,not_acoustic,mood_aggressive_value,aggressive,not_aggressive,mood_party_value,party,not_party,mood_relaxed_value,relaxed,not_relaxed,tone,bpm
688472,439280,kokdeblade A.k.A D33|\|B33:GAMING/[FOCUS]\M|X,"gaming, dubstep, focus, adrenaline, drum and bass",4876743,Remorse Code - Transcend,piax,1
688472,439280,kokdeblade A.k.A D33|\|B33:GAMING/[FOCUS]\M|X,"gaming, dubstep, focus, adrenaline, drum and bass",4439152,Turret Error - Ephixa [Portal 2 Electro Dubstep Remix],ephixa,1
688472,439280,kokdeblade A.k.A D33|\|B33:GAMING/[FOCUS]\M|X,"gaming, dubstep, focus, adrenaline, drum and bass",4876712,Hadouken! - Turn The Lights Out (Spor Remix),hadouken,1,voice,0.106195598841,0.893804371357,danceable,0.999545872211,0.000454151740996,not_acoustic,2.87433863377e-06,0.999997138977,aggressive,0.88459867239,0.11540132761,party,0.9658421278,0.034157898277,not_relaxed,0.0735535994172,0.926446378231,major,85.91822052
688472,439280,kokdeblade A.k.A D33|\|B33:GAMING/[FOCUS]\M|X,"gaming, dubstep, focus, adrenaline, drum and bass",4876690,Metamorphosis,Blue_Stahli,1
688472,439280,kokdeblade A.k.A D33|\|B33:GAMING/[FOCUS]\M|X,"gaming, dubstep, focus, adrenaline, drum and bass",4876752,Switchback,Celldweller,1,instrumental,0.744582951069,0.255417048931,not_danceable,3.00000096379e-14,1,not_acoustic,0.0955903604627,0.904409646988,not_aggressive,3.00000096379e-14,1,not_party,1.57784197654e-05,0.999984204769,relaxed,0.808817088604,0.191182896495,major,112.276870728
688472,439280,kokdeblade A.k.A D33|\|B33:GAMING/[FOCUS]\M|X,"gaming, dubstep, focus, adrenaline, drum and bass",4876727,Skrillex - Fucking Die 2 (€€ Cooper Mix),LoonatikzDUB,1
688472,439280,kokdeblade A.k.A D33|\|B33:GAMING/[FOCUS]\M|X,"gaming, dubstep, focus, adrenaline, drum and bass",4877226,Pendulum - Blood Sugar,AggesMusic,1
688472,439280,kokdeblade A.k.A D33|\|B33:GAMING/[FOCUS]\M|X,"gaming, dubstep, focus, adrenaline, drum and bass",4877061,Awaking State - Out There (Subsonik Remix),gir7,1
688472,439280,kokdeblade A.k.A D33|\|B33:GAMING/[FOCUS]\M|X,"gaming, dubstep, focus, adrenaline, drum and bass",4270948,Hey Sexy Lady (Skrillex Remix),Whompspot,1
688472,439280,kokdeblade A.k.A D33|\|B33:GAMING/[FOCUS]\M|X,"gaming, dubstep, focus, adrenaline, drum and bass",4486749,"Pendulum - The Island, Part 2 (Dusk)",nookmusic,1
688472,439280,kokdeblade A.k.A D33|\|B33:GAMING/[FOCUS]\M|X,"gaming, dubstep, focus, adrenaline, drum and bass",4876771,BENGILI (ULTRA),ULTRA,1
688472,439280,kokdeblade A.k.A D33|\|B33:GAMING/[FOCUS]\M|X,"gaming, dubstep, focus, adrenaline, drum and bass",4877118,Bombshock,hadouken,1,voice,0.00308669707738,0.996913313866,danceable,0.999867081642,0.000132914545247,not_acoustic,0.00283073610626,0.99716925621,not_aggressive,0.384664267302,0.615335702896,party,0.699033439159,0.300966560841,not_relaxed,0.478778511286,0.521221518517,minor,144.918716431
688472,439280,kokdeblade A.k.A D33|\|B33:GAMING/[FOCUS]\M|X,"gaming, dubstep, focus, adrenaline, drum and bass",4654046,Delta Heavy - Space Time,Delta Heavy,1
688472,439280,kokdeblade A.k.A D33|\|B33:GAMING/[FOCUS]\M|X,"gaming, dubstep, focus, adrenaline, drum and bass",4876809,Current Value featuring Snow-Edge of Dreams-clip,Section 8 Recordings,1
688472,439280,kokdeblade A.k.A D33|\|B33:GAMING/[FOCUS]\M|X,"gaming, dubstep, focus, adrenaline, drum and bass",4877055,Noisia - Stigma (Split the Atom),NOISIA,1,voice,0.268930137157,0.731069862843,danceable,0.999996304512,3.71022429135e-06,not_acoustic,7.87493206644e-07,0.99999922514,not_aggressive,0.0687407255173,0.931259274483,party,0.890275299549,0.109724700451,not_relaxed,0.5,0.5,major,86.0596237183
