user_id,mix_id,mix_name,mix_tags,track_id,track_name,artist_name,focus,voice_instrumental_value,instrumental,voice,danceability_value,danceable,not_danceable,mood_acoustic_value,acoustic,not_acoustic,mood_aggressive_value,aggressive,not_aggressive,mood_party_value,party,not_party,mood_relaxed_value,relaxed,not_relaxed,tone,bpm
1018221,776980,Chill Out Beats,"chill, beats, focus, motivate, awesome",7593217,Cannons,Youth Lagoon,1
1018221,776980,Chill Out Beats,"chill, beats, focus, motivate, awesome",7593237,Changes,Sandro Perri,1
1018221,776980,Chill Out Beats,"chill, beats, focus, motivate, awesome",7593245,Weekend,1Smith 1Westerns,1
1018221,776980,Chill Out Beats,"chill, beats, focus, motivate, awesome",7593252,Midnight City,M83,1
1018221,776980,Chill Out Beats,"chill, beats, focus, motivate, awesome",7593258,New Theory,Washed Out,1,instrumental,0.506949067116,0.493050962687,danceable,0.712927818298,0.287072181702,acoustic,0.758521437645,0.241478532553,not_aggressive,0.0560286529362,0.943971335888,not_party,0.5,0.5,not_relaxed,0.5,0.5,major,100.42931366
1018221,776980,Chill Out Beats,"chill, beats, focus, motivate, awesome",7593262,Dinosaurs,Bonobo,1,instrumental,0.597382724285,0.402617245913,danceable,0.933999538422,0.0660004392266,not_acoustic,0.0490540415049,0.950945973396,not_aggressive,0.332422971725,0.667577028275,party,0.786785125732,0.213214844465,relaxed,0.641832470894,0.358167529106,minor,164.018371582
1018221,776980,Chill Out Beats,"chill, beats, focus, motivate, awesome",7593266,Life Magazine,Cold Cave,1,instrumental,0.994561433792,0.00543857179582,danceable,0.999999880791,1.00000008274e-07,not_acoustic,2.79786195279e-06,0.999997198582,not_aggressive,3.00000096379e-14,1,not_party,6.96543065715e-05,0.99993032217,relaxed,0.808817088604,0.191182896495,minor,119.949440002
1018221,776980,Chill Out Beats,"chill, beats, focus, motivate, awesome",7593276,Undertow,Warpaint,1
1018221,776980,Chill Out Beats,"chill, beats, focus, motivate, awesome",7593285,Hot Love Drama,MGMT,1,instrumental,0.707054495811,0.292945504189,not_danceable,3.00000096379e-14,1,not_acoustic,0.0955903604627,0.904409646988,not_aggressive,3.00000096379e-14,1,not_party,1.57784197654e-05,0.999984204769,relaxed,0.808817088604,0.191182896495,major,98.9794006348
1018221,776980,Chill Out Beats,"chill, beats, focus, motivate, awesome",7593297,No Widows,The Antlers,1
1018221,776980,Chill Out Beats,"chill, beats, focus, motivate, awesome",7593313,Era Extraña,Neon Indian,1
1018221,776980,Chill Out Beats,"chill, beats, focus, motivate, awesome",7593317,Tether Beat,Twin Shadow,1,instrumental,0.588348507881,0.411651521921,danceable,0.555104255676,0.444895744324,not_acoustic,0.267314076424,0.732685923576,not_aggressive,0.0882426053286,0.911757409573,not_party,0.453108221292,0.546891748905,relaxed,0.734107971191,0.265891999006,minor,108.755554199
1018221,776980,Chill Out Beats,"chill, beats, focus, motivate, awesome",7593326,Helicopter,Deerhunter,1
1018221,776980,Chill Out Beats,"chill, beats, focus, motivate, awesome",7593337,Desert,Other Lives,1
1018221,776980,Chill Out Beats,"chill, beats, focus, motivate, awesome",7593347,Jamelia,Caribou,1,voice,0.0512119829655,0.948787987232,not_danceable,0.277094662189,0.722905337811,not_acoustic,0.460310727358,0.539689302444,not_aggressive,0.0776945129037,0.922305464745,not_party,0.168867528439,0.831132471561,not_relaxed,0.292223393917,0.707776606083,minor,119.963607788
1018221,776980,Chill Out Beats,"chill, beats, focus, motivate, awesome",7593356,Master Of None,Toro Y Moi,1
1018221,776980,Chill Out Beats,"chill, beats, focus, motivate, awesome",7593358,handjobs for the holidays,Broken Social Scene,1,voice,0.00508907623589,0.994910895824,not_danceable,0.166590332985,0.833409667015,not_acoustic,0.0287760049105,0.971224009991,aggressive,0.581526458263,0.418473511934,party,0.622684597969,0.377315431833,relaxed,0.805029094219,0.194970905781,major,146.371276855
1018221,776980,Chill Out Beats,"chill, beats, focus, motivate, awesome",7593362,In Search of,Miike Snow,1
1018221,776980,Chill Out Beats,"chill, beats, focus, motivate, awesome",7593366,Plea,Baths,1,voice,0.0024673412554,0.99753266573,danceable,0.999997258186,2.7339119697e-06,not_acoustic,0.00822577625513,0.991774201393,not_aggressive,2.80257869863e-12,1,not_party,0.107642740011,0.892357289791,relaxed,0.717463135719,0.282536864281,major,90.0238037109
1018221,776980,Chill Out Beats,"chill, beats, focus, motivate, awesome",7593371,Time is Ennemy,Quantic,1
1018221,776980,Chill Out Beats,"chill, beats, focus, motivate, awesome",7593376,You Said,The Horrors,1
