user_id,mix_id,mix_name,mix_tags,track_id,track_name,artist_name,focus,voice_instrumental_value,instrumental,voice,danceability_value,danceable,not_danceable,mood_acoustic_value,acoustic,not_acoustic,mood_aggressive_value,aggressive,not_aggressive,mood_party_value,party,not_party,mood_relaxed_value,relaxed,not_relaxed,tone,bpm
699546,579490,Phucking Perfect. Relax.,"chill, relaxing, soothing, focus, flawless",6102027,The Art Of Breaking Apart,Velvet Acid Christ,1
699546,579490,Phucking Perfect. Relax.,"chill, relaxing, soothing, focus, flawless",6102031,Acts of Man,Midlake,1,voice,0.394253045321,0.605746984482,not_danceable,0.107338875532,0.892661094666,acoustic,0.956399083138,0.0436009019613,not_aggressive,0.0238075051457,0.976192474365,not_party,0.0577775910497,0.942222416401,relaxed,0.993031561375,0.00696843210608,minor,131.325531006
699546,579490,Phucking Perfect. Relax.,"chill, relaxing, soothing, focus, flawless",6102040,Harvest,Opeth,1,instrumental,0.842903614044,0.157096415758,danceable,0.990633845329,0.0093661332503,not_acoustic,0.101562522352,0.8984375,not_aggressive,0.0293394476175,0.970660567284,not_party,0.47050088644,0.52949911356,relaxed,0.603689730167,0.396310269833,minor,125.044502258
699546,579490,Phucking Perfect. Relax.,"chill, relaxing, soothing, focus, flawless",6102061,Patterns in the Ivy II,Opeth,1,voice,0.337942004204,0.662057995796,not_danceable,0.0182734597474,0.981726527214,acoustic,0.964480042458,0.0355199575424,not_aggressive,0.031150015071,0.968849956989,not_party,0.0390038266778,0.96099615097,relaxed,0.991369783878,0.00863018725067,major,136.408798218
699546,579490,Phucking Perfect. Relax.,"chill, relaxing, soothing, focus, flawless",6102127,Just The Same For You,Dope Stars Inc,1
699546,579490,Phucking Perfect. Relax.,"chill, relaxing, soothing, focus, flawless",6102141,My Mistakes Were Made For You,The Last Shadow Puppets,1,instrumental,0.99217903614,0.00782099179924,not_danceable,3.00000096379e-14,1,not_acoustic,0.0955903604627,0.904409646988,not_aggressive,3.00000096379e-14,1,not_party,1.57784197654e-05,0.999984204769,relaxed,0.808817088604,0.191182896495,minor,97.5296554565
699546,579490,Phucking Perfect. Relax.,"chill, relaxing, soothing, focus, flawless",6102165,Crushed,Velvet Acid Christ,1
699546,579490,Phucking Perfect. Relax.,"chill, relaxing, soothing, focus, flawless",6102174,One Man's Dream,Yanni,1,instrumental,0.979059934616,0.0209400393069,not_danceable,0.00598016893491,0.994019806385,acoustic,0.98930311203,0.0106968637556,not_aggressive,0.0102424509823,0.989757537842,not_party,0.010760275647,0.989239752293,relaxed,0.910874247551,0.0891257673502,minor,122.722183228
699546,579490,Phucking Perfect. Relax.,"chill, relaxing, soothing, focus, flawless",6102196,Like Moths To Flame,Thrice,1,voice,0.0724407583475,0.927559256554,danceable,0.805740773678,0.194259256124,not_acoustic,0.00557775981724,0.994422256947,aggressive,0.692953169346,0.307046800852,party,0.713317751884,0.286682248116,relaxed,0.572425484657,0.427574515343,minor,138.864273071
699546,579490,Phucking Perfect. Relax.,"chill, relaxing, soothing, focus, flawless",6102260,Encom Part II,Daft Punk,1,instrumental,0.952334344387,0.0476656295359,danceable,0.96124958992,0.0387503914535,not_acoustic,0.036273509264,0.963726520538,not_aggressive,0.0784300193191,0.921570003033,not_party,0.235041439533,0.764958560467,relaxed,0.842357993126,0.157641991973,minor,106.74055481
699546,579490,Phucking Perfect. Relax.,"chill, relaxing, soothing, focus, flawless",6102268,Autumn Leaves Revisited,Thursday,1,instrumental,0.977856576443,0.0221434086561,danceable,0.640376389027,0.359623610973,not_acoustic,0.0132652474567,0.986734747887,not_aggressive,0.452266395092,0.547733604908,party,0.520829677582,0.479170322418,relaxed,0.537121295929,0.462878674269,minor,163.045089722
699546,579490,Phucking Perfect. Relax.,"chill, relaxing, soothing, focus, flawless",6102270,For Miles,Thrice,1
699546,579490,Phucking Perfect. Relax.,"chill, relaxing, soothing, focus, flawless",6102271,The Widow,The Mars Volta,1
699546,579490,Phucking Perfect. Relax.,"chill, relaxing, soothing, focus, flawless",6102274,Heard It Through The Grapevine,Birds Of Tokyo,1
699546,579490,Phucking Perfect. Relax.,"chill, relaxing, soothing, focus, flawless",6102301,Kenji,Fort Minor,1,voice,0.371402978897,0.628597021103,danceable,0.957021951675,0.0429780520499,not_acoustic,0.0859457850456,0.914054214954,not_aggressive,0.268582522869,0.731417477131,not_party,0.475113481283,0.524886548519,relaxed,0.609346866608,0.39065310359,minor,102.943237305
