user_id,track_name,artist_name,8tracks_id,mbids,playlist_id,tags,playlist_name,path,in_db,danceability_value,danceability_prob,gender_value,gender_prob,genre_dortmund_value,genre_dortmund_prob,genre_electronic_value,genre_electronic_prob,genre_rosamerica_value,genre_rosamerica_prob,genre_tzanetakis_value,genre_tzanetakis_prob,ismir04_rhythm_value,ismir04_rhythm_prob,mood_acoustic_value,mood_acoustic_prob,mood_aggressive_value,mood_aggressive_prob,mood_electronic_value,mood_electronic_prob,mood_happy_value,mood_happy_prob,mood_party_value,mood_party_prob,mood_relaxed_value,mood_relaxed_prob,mood_sad_value,mood_sad_prob,moods_mirex_value,moods_mirex_prob,timbre_value,timbre_prob,tonal_atonal_value,tonal_atonal_prob,voice_instrumental_value,voice_instrumental_prob
15272,Everything You Need,Slightly Stoopid,182154,71a42958-4101-4387-9590-0683fcb6b64f,21701,"reggae, world, smoke","so fresh, so skank",/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/7/71/71a42958-4101-4387-9590-0683fcb6b64f-0.json,FALSE
15272,Thin Man Skank,The Lions,182158,c55a5e33-b420-4c40-bd42-cea36efaaf73,21701,"reggae, world, smoke","so fresh, so skank",/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/c/c5/c55a5e33-b420-4c40-bd42-cea36efaaf73-0.json,TRUE,danceable,0.973141372204,male,0.786827921867,electronic,0.997305214405,house,0.532467663288,hip,0.386180967093,reg,0.249254852533,Tango,0.928338468075,not_acoustic,0.994162201881,aggressive,0.710591256618,electronic,0.773574709892,not_happy,0.793736100197,party,0.787238955498,not_relaxed,0.863918066025,not_sad,0.794090688229,Cluster4,0.299230754375,dark,0.725871503353,atonal,0.988928794861,instrumental,0.988762617111
15272,Blind To You,Collie Buddz,182161,6dee9a30-6631-42af-bb8f-8e84f90022f6,21701,"reggae, world, smoke","so fresh, so skank",/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/6/6d/6dee9a30-6631-42af-bb8f-8e84f90022f6-0.json,FALSE
15272,Train To Skaville,The Ethiopians,182159,e94f846e-9b12-4570-b853-73b4f10dbedd,21701,"reggae, world, smoke","so fresh, so skank",/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/e/e9/e94f846e-9b12-4570-b853-73b4f10dbedd-0.json,TRUE,danceable,0.917063593864,female,0.841134428978,folkcountry,0.291452258825,ambient,0.39219686389,hip,0.880250513554,jaz,0.313974827528,ChaChaCha,0.760639846325,not_acoustic,0.740603148937,not_aggressive,0.834099709988,not_electronic,0.56663197279,happy,0.522369384766,party,0.595250785351,not_relaxed,0.592509686947,not_sad,0.642797350883,Cluster2,0.322281301022,bright,0.675273418427,tonal,0.762111365795,voice,0.529118180275
15272,Police And Thieves,Junior Murvin,182160,7d664359-d351-4e35-834d-c3eec19405d3,21701,"reggae, world, smoke","so fresh, so skank",/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/7/7d/7d664359-d351-4e35-834d-c3eec19405d3-0.json,TRUE,not_danceable,0.539674222469,female,0.999417424202,electronic,0.694538533688,ambient,0.774524867535,rhy,0.452737092972,jaz,0.316383779049,Tango,0.218211174011,acoustic,0.556268632412,not_aggressive,0.999998748302,not_electronic,0.925022959709,happy,0.652732551098,not_party,0.526597380638,not_relaxed,0.853640735149,sad,0.753300011158,Cluster4,0.356706410646,bright,0.892042219639,tonal,0.59703540802,voice,0.995673894882
15272,03   Sun Is Shining  Bnm Corp Remix ,Bob Marley,182163,c1e61c5e-33dd-415e-820e-7e23c3ac8613,21701,"reggae, world, smoke","so fresh, so skank",/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/c/c1/c1e61c5e-33dd-415e-820e-7e23c3ac8613-0.json,TRUE,danceable,0.998828649521,female,0.938787162304,electronic,0.997533202171,trance,0.731349766254,rhy,0.58517074585,jaz,0.313974827528,ChaChaCha,0.318696349859,not_acoustic,0.690303623676,not_aggressive,0.999997496605,electronic,0.837856352329,not_happy,0.591364324093,party,0.670958399773,relaxed,0.959029197693,not_sad,0.64315110445,Cluster5,0.501538395882,bright,0.793000042439,atonal,0.854663252831,voice,0.754823625088
15272,This Joint,Slightly Stoopid,182167,58b504a4-9274-466d-8c9e-3d9a850ca50e,21701,"reggae, world, smoke","so fresh, so skank",/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/5/58/58b504a4-9274-466d-8c9e-3d9a850ca50e-0.json,FALSE
15272,54-46 Was My Number,Toots & the Maytals,182168,0494291d-4ce6-418c-9a70-a06f4781aeec,21701,"reggae, world, smoke","so fresh, so skank",/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/0/04/0494291d-4ce6-418c-9a70-a06f4781aeec-0.json,TRUE,not_danceable,0.787120342255,female,0.998010337353,electronic,0.976916253567,ambient,0.87223482132,rhy,0.400044888258,jaz,0.313974827528,Tango,0.986108601093,acoustic,0.994909346104,not_aggressive,0.958136439323,not_electronic,0.584335327148,happy,0.939651787281,not_party,0.926825940609,relaxed,0.691388130188,sad,0.572816073895,Cluster4,0.328312367201,bright,0.879342556,atonal,0.920711874962,instrumental,0.748581886292
15272,Baiao Destemperado,Barbatuques,182175,fa397d81-5143-46d0-a04e-5caa86e513f4,21701,"reggae, world, smoke","so fresh, so skank",/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/f/fa/fa397d81-5143-46d0-a04e-5caa86e513f4-0.json,FALSE
15272,Chase The Devil (Lucifer sample),Lee Scratch Perry,182180,513deb85-f67e-43a0-8e37-36faa40ecd9d,21701,"reggae, world, smoke","so fresh, so skank",/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/5/51/513deb85-f67e-43a0-8e37-36faa40ecd9d-0.json,TRUE,not_danceable,1,female,0.622126698494,electronic,0.999998271465,trance,0.67980659008,hip,0.295047730207,jaz,0.309046447277,VienneseWaltz,0.26104542613,not_acoustic,0.904409646988,not_aggressive,1,electronic,0.979391694069,not_happy,0.845313131809,not_party,0.999984204769,relaxed,0.808817088604,not_sad,0.722430229187,Cluster5,0.620935499668,dark,0.991189241409,atonal,0.9740280509,instrumental,0.999999940395
15272,Mi Swing Es Tropical,Quantic & Nickodemus,182179,54c9351b-65dc-483e-86da-cb6d6f94568f,21701,"reggae, world, smoke","so fresh, so skank",/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/5/54/54c9351b-65dc-483e-86da-cb6d6f94568f-0.json,TRUE,danceable,0.999678611755,female,0.752378761768,electronic,0.907267510891,trance,0.666850507259,dan,0.468088388443,jaz,0.310666948557,ChaChaCha,0.977274417877,not_acoustic,0.986343920231,not_aggressive,0.949595749378,electronic,0.897450089455,happy,0.780213534832,party,0.844357132912,not_relaxed,0.825635373592,not_sad,0.837746083736,Cluster5,0.304787039757,bright,0.939393877983,atonal,0.566984951496,voice,0.971161782742
