user_id,track_name,artist_name,8tracks_id,mbids,playlist_id,tags,playlist_name,path,in_db,danceability_value,danceability_prob,gender_value,gender_prob,genre_dortmund_value,genre_dortmund_prob,genre_electronic_value,genre_electronic_prob,genre_rosamerica_value,genre_rosamerica_prob,genre_tzanetakis_value,genre_tzanetakis_prob,ismir04_rhythm_value,ismir04_rhythm_prob,mood_acoustic_value,mood_acoustic_prob,mood_aggressive_value,mood_aggressive_prob,mood_electronic_value,mood_electronic_prob,mood_happy_value,mood_happy_prob,mood_party_value,mood_party_prob,mood_relaxed_value,mood_relaxed_prob,mood_sad_value,mood_sad_prob,moods_mirex_value,moods_mirex_prob,timbre_value,timbre_prob,tonal_atonal_value,tonal_atonal_prob,voice_instrumental_value,voice_instrumental_prob
19037,99 Red Balloons,Goldfinger,157344,2798aae4-acda-411f-a93b-895d413980ec,18856,"punk rock, 17, alternative rock",music to thrash to,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/2/27/2798aae4-acda-411f-a93b-895d413980ec-0.json,FALSE
19037,Two Receivers,Klaxons,39444,30ccbfc4-a6b8-4829-91bd-674823b656a4,18856,"punk rock, 17, alternative rock",music to thrash to,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/3/30/30ccbfc4-a6b8-4829-91bd-674823b656a4-0.json,TRUE,not_danceable,0.594622969627,male,0.930793404579,electronic,0.968998134136,trance,0.728031396866,roc,0.863436043262,jaz,0.313987255096,Tango,0.425035685301,not_acoustic,0.97537279129,aggressive,0.811327338219,electronic,0.544439375401,not_happy,0.550962924957,party,0.690835416317,not_relaxed,0.944933056831,not_sad,0.81307888031,Cluster5,0.439596831799,dark,0.950429677963,tonal,0.75572425127,voice,0.930777072906
19037,Juicebox,The Strokes,24106,0ecdfb91-0382-464a-8982-1641945afa0f,18856,"punk rock, 17, alternative rock",music to thrash to,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/0/0e/0ecdfb91-0382-464a-8982-1641945afa0f-0.json,FALSE
19037,Nobody Puts Baby in the Corner,Fall Out Boy,60306,ec9192fa-3b45-4b50-b610-3a7f22b6bb1b,18856,"punk rock, 17, alternative rock",music to thrash to,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/e/ec/ec9192fa-3b45-4b50-b610-3a7f22b6bb1b-0.json,TRUE,not_danceable,0.975875854492,male,0.8798417449,electronic,0.441101938486,trance,0.62505543232,roc,0.997941076756,jaz,0.313987255096,ChaChaCha,0.920108914375,not_acoustic,0.999991357327,aggressive,0.94093298912,not_electronic,0.75487112999,happy,0.60999494791,party,0.754273056984,not_relaxed,0.98843985796,not_sad,0.976191818714,Cluster5,0.704393625259,bright,0.628284692764,tonal,0.991686880589,voice,0.901234090328
19037,Sister Leonella,The Horrors,159345,f8e7027a-2165-43b6-b021-0db930954975,18856,"punk rock, 17, alternative rock",music to thrash to,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/f/f8/f8e7027a-2165-43b6-b021-0db930954975-0.json,TRUE,not_danceable,0.999999940395,male,0.734915018082,rock,0.551951467991,trance,0.487162679434,roc,0.999093472958,jaz,0.313987255096,VienneseWaltz,0.3554892838,not_acoustic,0.994565725327,aggressive,0.997900247574,not_electronic,0.934311151505,not_happy,0.581829607487,party,0.605371534824,not_relaxed,0.997918665409,not_sad,0.847391307354,Cluster5,0.649086892605,dark,0.815504908562,tonal,0.976604640484,voice,0.996369302273
19037,Diamonds and Guns,Transplants,4257,4e1666fc-c36d-4eba-9b42-77011c5a7170,18856,"punk rock, 17, alternative rock",music to thrash to,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/4/4e/4e1666fc-c36d-4eba-9b42-77011c5a7170-0.json,TRUE,danceable,0.88403403759,male,0.671448945999,electronic,0.975941956043,trance,0.378581732512,pop,0.410849660635,jaz,0.313974827528,ChaChaCha,0.798270344734,not_acoustic,0.923572540283,aggressive,0.506754815578,electronic,0.887268543243,happy,0.634966492653,not_party,0.53490871191,not_relaxed,0.847609519958,not_sad,0.758491158485,Cluster5,0.382692217827,dark,0.54228669405,tonal,0.997810900211,voice,0.818583667278
19037,I'm Not Ok (I Promise),My Chemical Romance,19973,e9d2a6d8-37f5-4d19-8f59-b22ebf86db5c,18856,"punk rock, 17, alternative rock",music to thrash to,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/e/e9/e9d2a6d8-37f5-4d19-8f59-b22ebf86db5c-0.json,FALSE
19037,Sheena Is A Parasite,The Horrors,159346,6172a179-24a5-43a6-8c37-1b52f0692149,18856,"punk rock, 17, alternative rock",music to thrash to,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/6/61/6172a179-24a5-43a6-8c37-1b52f0692149-0.json,TRUE,not_danceable,0.98149228096,female,0.5,rock,0.534056663513,dnb,0.731306135654,roc,0.807450771332,met,0.379983305931,Jive,0.597070097923,not_acoustic,1,aggressive,0.992096781731,electronic,0.827267289162,happy,0.70182043314,party,0.907262563705,relaxed,0.59971165657,not_sad,0.961060941219,Cluster1,0.439739823341,dark,0.961645245552,atonal,0.969965279102,voice,0.8087682724
19037,The Witch,The Sonics,67515,ad590691-4a38-4241-a998-087cac6418c8,18856,"punk rock, 17, alternative rock",music to thrash to,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/a/ad/ad590691-4a38-4241-a998-087cac6418c8-0.json,TRUE,not_danceable,0.917136311531,male,0.897699534893,electronic,0.804815769196,trance,0.669937849045,roc,0.938981413841,jaz,0.313974827528,VienneseWaltz,0.608735263348,not_acoustic,0.996029317379,aggressive,0.938961148262,not_electronic,0.612553179264,happy,0.804452598095,party,0.834778606892,not_relaxed,0.975462734699,not_sad,0.888068795204,Cluster5,0.605248212814,dark,0.989206969738,tonal,0.587508201599,voice,0.997380256653
19037,Space And The Woods,Late Of The Pier,72460,1948a313-426f-4658-84f3-c34597dc433e,18856,"punk rock, 17, alternative rock",music to thrash to,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/1/19/1948a313-426f-4658-84f3-c34597dc433e-0.json,FALSE
19037,The International Tweexcore Underground,Los Campesinos!,159353,3cdab71e-33eb-43d7-9f20-56d24a70c2d7,18856,"punk rock, 17, alternative rock",music to thrash to,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/3/3c/3cdab71e-33eb-43d7-9f20-56d24a70c2d7-0.json,FALSE
