user_id,track_name,artist_name,8tracks_id,mbids,playlist_id,tags,playlist_name,path,in_db,danceability_value,danceability_prob,gender_value,gender_prob,genre_dortmund_value,genre_dortmund_prob,genre_electronic_value,genre_electronic_prob,genre_rosamerica_value,genre_rosamerica_prob,genre_tzanetakis_value,genre_tzanetakis_prob,ismir04_rhythm_value,ismir04_rhythm_prob,mood_acoustic_value,mood_acoustic_prob,mood_aggressive_value,mood_aggressive_prob,mood_electronic_value,mood_electronic_prob,mood_happy_value,mood_happy_prob,mood_party_value,mood_party_prob,mood_relaxed_value,mood_relaxed_prob,mood_sad_value,mood_sad_prob,moods_mirex_value,moods_mirex_prob,timbre_value,timbre_prob,tonal_atonal_value,tonal_atonal_prob,voice_instrumental_value,voice_instrumental_prob
5790,Bang Your Head,Gravediggaz,196713,862af1c7-59a9-4d2d-bae2-cb9869018867,23667,"hip hop, garage rock, punk",BANG. YOUR. HEAD.,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/8/86/862af1c7-59a9-4d2d-bae2-cb9869018867-0.json,TRUE,danceable,0.999978125095,female,0.696054875851,electronic,0.900820672512,house,0.324788153172,hip,0.901873826981,jaz,0.313974827528,ChaChaCha,0.978021860123,not_acoustic,0.985864937305,aggressive,0.699193954468,electronic,0.93122947216,not_happy,0.949296176434,party,0.871170699596,not_relaxed,0.611633598804,not_sad,0.89295321703,Cluster5,0.446191757917,dark,0.876500070095,atonal,0.999992787838,instrumental,0.75762629509
5790,C'mon Kids,The Boo Radleys,196704,31f703a7-02a7-4290-a61b-ae65217d1e67,23667,"hip hop, garage rock, punk",BANG. YOUR. HEAD.,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/3/31/31f703a7-02a7-4290-a61b-ae65217d1e67-0.json,FALSE
5790,Electricity,Spiritualized,196735,6f8fa217-c511-48c5-a2a9-e0bfa451c198,23667,"hip hop, garage rock, punk",BANG. YOUR. HEAD.,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/6/6f/6f8fa217-c511-48c5-a2a9-e0bfa451c198-0.json,FALSE
5790,Block Rock,Ghostface Killah,196710,c24bc4d8-8bb2-47de-b4aa-4f2b180cc478,23667,"hip hop, garage rock, punk",BANG. YOUR. HEAD.,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/c/c2/c24bc4d8-8bb2-47de-b4aa-4f2b180cc478-0.json,FALSE
5790,Come to Daddy,The Dillinger Escape Plan,196707,7d33c68b-91f5-4246-bdc3-741e93aa5024,23667,"hip hop, garage rock, punk",BANG. YOUR. HEAD.,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/7/7d/7d33c68b-91f5-4246-bdc3-741e93aa5024-0.json,TRUE,not_danceable,0.723457276821,male,0.953560173512,electronic,0.997394263744,trance,0.580100059509,roc,0.94830596447,jaz,0.313974827528,VienneseWaltz,0.262093901634,not_acoustic,0.999999284744,aggressive,0.999589264393,not_electronic,0.629734218121,not_happy,0.747487664223,party,0.840129494667,not_relaxed,0.992982387543,not_sad,0.942746043205,Cluster5,0.813319563866,dark,0.958743095398,atonal,0.761512100697,voice,0.844219684601
5790,Same Kooks,The Hold Steady,196739,2b6461d1-aa17-43fa-8cf6-fd18c0bbe23f,23667,"hip hop, garage rock, punk",BANG. YOUR. HEAD.,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/2/2b/2b6461d1-aa17-43fa-8cf6-fd18c0bbe23f-0.json,FALSE
5790,No Good,Plan B,196726,17622d35-1508-415c-8f95-70df598f55d6,23667,"hip hop, garage rock, punk",BANG. YOUR. HEAD.,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/1/17/17622d35-1508-415c-8f95-70df598f55d6-0.json,FALSE
5790,Negative Creep,Nirvana,196719,e7311f0b-e1c9-4fc0-bb58-aa08d8083190,23667,"hip hop, garage rock, punk",BANG. YOUR. HEAD.,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/e/e7/e7311f0b-e1c9-4fc0-bb58-aa08d8083190-0.json,FALSE
5790,The Long Way Of Drums,FORCE OF NATURE,196732,e4d83d34-0620-48d2-9382-a9e4e1a5c3c2,23667,"hip hop, garage rock, punk",BANG. YOUR. HEAD.,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/e/e4/e4d83d34-0620-48d2-9382-a9e4e1a5c3c2-0.json,TRUE,danceable,0.791842222214,female,0.783884942532,electronic,0.727433383465,trance,0.574753582478,dan,0.514503180981,jaz,0.313987255096,ChaChaCha,0.798804461956,not_acoustic,0.969762027264,aggressive,0.964616000652,electronic,0.917439639568,not_happy,0.961994946003,party,0.925830841064,not_relaxed,0.979651033878,not_sad,0.671691358089,Cluster5,0.628987312317,dark,0.665416181087,tonal,0.638312637806,voice,0.875742554665
5790,Addicted to You,Alec Empire,322003,588cb9cc-e304-462d-907e-17d6a8eede3e,23667,"hip hop, garage rock, punk",BANG. YOUR. HEAD.,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/5/58/588cb9cc-e304-462d-907e-17d6a8eede3e-0.json,TRUE,danceable,0.999984562397,female,0.621994137764,electronic,0.981866300106,trance,0.735802590847,roc,0.955886721611,jaz,0.313951909542,ChaChaCha,0.985639452934,not_acoustic,1,aggressive,0.921670854092,electronic,0.996977508068,not_happy,0.959153294563,party,0.947274267673,relaxed,0.80516242981,not_sad,0.938080072403,Cluster5,0.713267445564,dark,0.994060516357,atonal,0.995277285576,voice,0.94391644001
5790,Animal Rap,Jedi Mind Tricks,196715,bd8d7430-8fdb-4b3e-8486-64233056d2e7,23667,"hip hop, garage rock, punk",BANG. YOUR. HEAD.,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/b/bd/bd8d7430-8fdb-4b3e-8486-64233056d2e7-0.json,TRUE,danceable,0.988612830639,male,0.857841134071,electronic,0.9468536973,ambient,0.405193954706,hip,0.732744336128,jaz,0.330360710621,ChaChaCha,0.791343450546,not_acoustic,0.955963075161,not_aggressive,0.672090709209,electronic,0.742248654366,not_happy,0.752996444702,party,0.905949890614,not_relaxed,0.892532587051,not_sad,0.853179335594,Cluster5,0.570529401302,bright,0.979804515839,atonal,0.80649292469,voice,0.88578659296
