user_id,track_name,artist_name,8tracks_id,mbids,playlist_id,tags,playlist_name,path,in_db,danceability_value,danceability_prob,gender_value,gender_prob,genre_dortmund_value,genre_dortmund_prob,genre_electronic_value,genre_electronic_prob,genre_rosamerica_value,genre_rosamerica_prob,genre_tzanetakis_value,genre_tzanetakis_prob,ismir04_rhythm_value,ismir04_rhythm_prob,mood_acoustic_value,mood_acoustic_prob,mood_aggressive_value,mood_aggressive_prob,mood_electronic_value,mood_electronic_prob,mood_happy_value,mood_happy_prob,mood_party_value,mood_party_prob,mood_relaxed_value,mood_relaxed_prob,mood_sad_value,mood_sad_prob,moods_mirex_value,moods_mirex_prob,timbre_value,timbre_prob,tonal_atonal_value,tonal_atonal_prob,voice_instrumental_value,voice_instrumental_prob
16351,Brand New Start,Little Joy,148445,02a60cec-3c49-4469-9b64-8a882f38d6b5,17599,"folk, indie, rock","Me, My Yolk, Tigers, And A Whale",/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/0/02/02a60cec-3c49-4469-9b64-8a882f38d6b5-0.json,FALSE
16351,We Could Be Looking For The Same Thing,Silver Jews,148473,631154ab-e9b5-454a-94e2-501e32284b2b,17599,"folk, indie, rock","Me, My Yolk, Tigers, And A Whale",/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/6/63/631154ab-e9b5-454a-94e2-501e32284b2b-0.json,FALSE
16351,Swingers,The Wedding Present,148475,8cbe411e-6c50-4312-b590-b539f91c955e,17599,"folk, indie, rock","Me, My Yolk, Tigers, And A Whale",/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/8/8c/8cbe411e-6c50-4312-b590-b539f91c955e-0.json,FALSE
16351,Rich Woman,Alison Krauss,148424,12896d5b-2e81-4543-b599-140368f311af,17599,"folk, indie, rock","Me, My Yolk, Tigers, And A Whale",/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/1/12/12896d5b-2e81-4543-b599-140368f311af-0.json,TRUE,danceable,0.945923447609,female,0.91313624382,electronic,0.993726432323,ambient,0.431280344725,dan,0.325792700052,jaz,0.313974827528,Tango,0.707783639431,not_acoustic,0.702866733074,not_aggressive,0.704934954643,electronic,0.750669419765,not_happy,0.696335077286,not_party,0.721841514111,not_relaxed,0.537594020367,not_sad,0.722973048687,Cluster3,0.410499244928,bright,0.560416460037,atonal,0.988131463528,instrumental,0.955901145935
16351,Baby I Want You,Amos Lee,148377,411e4349-c375-43a8-8bd1-b409391f556f,17599,"folk, indie, rock","Me, My Yolk, Tigers, And A Whale",/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/4/41/411e4349-c375-43a8-8bd1-b409391f556f-0.json,TRUE,not_danceable,0.931331336498,male,0.77086776495,electronic,0.522624254227,ambient,0.827591359615,jaz,0.481178492308,roc,0.999707639217,Tango,0.583125770092,acoustic,0.992653131485,not_aggressive,0.999996960163,not_electronic,0.938410460949,not_happy,0.9699639678,not_party,0.984896481037,relaxed,0.991390585899,sad,0.887197196484,Cluster3,0.579300224781,bright,0.838235735893,tonal,0.678740918636,voice,0.99914842844
16351,Don't Panic,Coldplay,148386,8af80aa5-ed83-4df8-9891-1547c4ef5e6c,17599,"folk, indie, rock","Me, My Yolk, Tigers, And A Whale",/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/8/8a/8af80aa5-ed83-4df8-9891-1547c4ef5e6c-0.json,TRUE,danceable,0.894093871117,female,0.545537114143,electronic,0.85802936554,ambient,0.426624417305,pop,0.601223707199,hip,0.174177020788,ChaChaCha,0.180897772312,not_acoustic,0.703372597694,not_aggressive,0.982237279415,electronic,0.586020112038,happy,0.843203663826,not_party,0.841062128544,relaxed,0.842084050179,not_sad,0.698559939861,Cluster2,0.279446572065,bright,0.56392711401,atonal,0.818473219872,voice,0.806401491165
16351,I Turn My Camera On,Spoon,148458,d0f6f668-03f3-4598-99dd-3850018fcacd,17599,"folk, indie, rock","Me, My Yolk, Tigers, And A Whale",/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/d/d0/d0f6f668-03f3-4598-99dd-3850018fcacd-0.json,FALSE
16351,Gettin Up,Q-Tip,148457,4b42baca-de92-4943-a6f9-0a3446d0a4db,17599,"folk, indie, rock","Me, My Yolk, Tigers, And A Whale",/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/4/4b/4b42baca-de92-4943-a6f9-0a3446d0a4db-0.json,TRUE,danceable,0.99999833107,female,0.995641589165,electronic,0.952033996582,house,0.506399989128,hip,0.492793828249,jaz,0.313987255096,ChaChaCha,0.970342814922,not_acoustic,0.905000448227,aggressive,0.999999880791,electronic,0.978964686394,not_happy,0.60159778595,not_party,0.998878419399,relaxed,0.913160920143,not_sad,0.60126799345,Cluster5,0.61999386549,bright,0.680519580841,atonal,0.891283690929,instrumental,0.928609311581
16351,Like or Like Like,Miniature Tigers,148451,071c81eb-dbc4-415f-9376-5b1c79d02789,17599,"folk, indie, rock","Me, My Yolk, Tigers, And A Whale",/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/0/07/071c81eb-dbc4-415f-9376-5b1c79d02789-0.json,FALSE
16351,I Was Made for You,She & Him,148468,5794c815-6454-409b-acda-a2eb7f8371b4,17599,"folk, indie, rock","Me, My Yolk, Tigers, And A Whale",/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/5/57/5794c815-6454-409b-acda-a2eb7f8371b4-0.json,TRUE,not_danceable,0.931114375591,female,0.998565256596,electronic,0.395710855722,house,0.39244350791,roc,0.459713041782,jaz,0.313974827528,Tango,0.32619407773,not_acoustic,0.914723992348,not_aggressive,0.776091992855,not_electronic,0.719234764576,happy,0.818107485771,party,0.770544886589,not_relaxed,0.600604176521,not_sad,0.869993150234,Cluster2,0.299647837877,bright,0.981225967407,atonal,0.699838995934,voice,0.983676314354
16351,"Me, My Yoke & I",Damien Rice,148488,8f8f5d44-2556-4994-83d2-005c0333f853,17599,"folk, indie, rock","Me, My Yolk, Tigers, And A Whale",/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/8/8f/8f8f5d44-2556-4994-83d2-005c0333f853-0.json,TRUE,not_danceable,1,female,0.622126698494,electronic,0.999996185303,ambient,0.554374814034,hip,0.540670931339,roc,0.301120519638,Tango,0.236675620079,not_acoustic,0.904409646988,not_aggressive,1,electronic,0.979391694069,not_happy,0.810439705849,not_party,0.999984204769,relaxed,0.808817088604,not_sad,0.719340026379,Cluster5,0.61999386549,dark,0.998284876347,atonal,0.999998867512,instrumental,0.999999880791
16351,To Be Alone With You,Sufjan Stevens,148467,27a009d5-5abb-448d-a929-cc6adf44a166,17599,"folk, indie, rock","Me, My Yolk, Tigers, And A Whale",/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/2/27/27a009d5-5abb-448d-a929-cc6adf44a166-0.json,TRUE,not_danceable,0.872856736183,female,0.533491432667,electronic,0.68437743187,ambient,0.911331832409,rhy,0.612256467342,jaz,0.309064805508,VienneseWaltz,0.282016187906,acoustic,0.98695909977,not_aggressive,0.999996840954,electronic,0.508848309517,not_happy,0.905958533287,not_party,0.908384144306,relaxed,0.956434130669,sad,0.753626823425,Cluster3,0.352286875248,dark,0.93095356226,atonal,0.976419389248,instrumental,0.838329493999
16351,Sleep Better,Pete Yorn,148479,655efe16-c465-46c2-b7e3-21b6ff130e67,17599,"folk, indie, rock","Me, My Yolk, Tigers, And A Whale",/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/6/65/655efe16-c465-46c2-b7e3-21b6ff130e67-0.json,FALSE
