user_id,track_name,artist_name,8tracks_id,mbids,playlist_id,tags,playlist_name,path,in_db,danceability_value,danceability_prob,gender_value,gender_prob,genre_dortmund_value,genre_dortmund_prob,genre_electronic_value,genre_electronic_prob,genre_rosamerica_value,genre_rosamerica_prob,genre_tzanetakis_value,genre_tzanetakis_prob,ismir04_rhythm_value,ismir04_rhythm_prob,mood_acoustic_value,mood_acoustic_prob,mood_aggressive_value,mood_aggressive_prob,mood_electronic_value,mood_electronic_prob,mood_happy_value,mood_happy_prob,mood_party_value,mood_party_prob,mood_relaxed_value,mood_relaxed_prob,mood_sad_value,mood_sad_prob,moods_mirex_value,moods_mirex_prob,timbre_value,timbre_prob,tonal_atonal_value,tonal_atonal_prob,voice_instrumental_value,voice_instrumental_prob
2289,Big Casino,Jimmy Eat World,69136,53682be0-0214-451b-8b54-f6cd462130e2,7837,"mixtape, best of 2007, best of, rock, canada",Best Albums of 2007,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/5/53/53682be0-0214-451b-8b54-f6cd462130e2-0.json,TRUE,not_danceable,1,female,0.622126698494,electronic,0.998152077198,trance,0.671008169651,pop,0.571738481522,jaz,0.309046447277,Rumba-American,0.823190510273,not_acoustic,0.904409646988,not_aggressive,1,electronic,0.979391694069,happy,0.707197189331,not_party,0.999984204769,relaxed,0.808817088604,not_sad,0.870633840561,Cluster5,0.61999386549,dark,0.998080253601,atonal,0.999995052814,instrumental,1
2289,Electable (Give It Up),Jimmy Eat World,1951138,f05cd82c-13d1-4d5b-8c3c-12fed837a7e5,7837,"mixtape, best of 2007, best of, rock, canada",Best Albums of 2007,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/f/f0/f05cd82c-13d1-4d5b-8c3c-12fed837a7e5-0.json,TRUE,not_danceable,1,female,0.622126698494,electronic,0.994809746742,ambient,0.625729441643,roc,0.568511664867,jaz,0.309046447277,Rumba-American,0.894884765148,not_acoustic,0.904409646988,not_aggressive,1,electronic,0.979391694069,not_happy,0.713909685612,not_party,0.999984204769,relaxed,0.808817088604,not_sad,0.9457873106,Cluster5,0.61999386549,dark,0.998973488808,atonal,0.999997258186,instrumental,1
2289,3's & 7's,Queens Of The Stone Age,69140,4a86fc53-6266-4996-96bb-7e3410b00a74,7837,"mixtape, best of 2007, best of, rock, canada",Best Albums of 2007,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/4/4a/4a86fc53-6266-4996-96bb-7e3410b00a74-0.json,FALSE
2289,Survivalism,Nine Inch Nails,46922,efd3940a-5f8c-4cf0-988d-7f938a232efa,7837,"mixtape, best of 2007, best of, rock, canada",Best Albums of 2007,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/e/ef/efd3940a-5f8c-4cf0-988d-7f938a232efa-0.json,FALSE
2289,Capital G,Nine Inch Nails,18213,f0a47cda-70f9-408e-978d-2e5eefd7b5eb,7837,"mixtape, best of 2007, best of, rock, canada",Best Albums of 2007,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/f/f0/f0a47cda-70f9-408e-978d-2e5eefd7b5eb-0.json,FALSE
2289,Back In Your Head,Tegan and Sara,1854,3eaf8815-3002-4e7a-bf7a-0e3e4c819135,7837,"mixtape, best of 2007, best of, rock, canada",Best Albums of 2007,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/3/3e/3eaf8815-3002-4e7a-bf7a-0e3e4c819135-0.json,FALSE
2289,The Con,Tegan and Sara,1862,a5d341b1-b20d-4dde-a18e-e21e09e503e6,7837,"mixtape, best of 2007, best of, rock, canada",Best Albums of 2007,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/a/a5/a5d341b1-b20d-4dde-a18e-e21e09e503e6-0.json,TRUE,not_danceable,0.669972598553,female,0.556589126587,electronic,0.857067644596,ambient,0.652819514275,roc,0.847417593002,jaz,0.313974827528,ChaChaCha,0.248426303267,not_acoustic,0.766611397266,not_aggressive,0.948437094688,not_electronic,0.671548247337,happy,0.747113525867,not_party,0.651189625263,not_relaxed,0.907447397709,not_sad,0.686460614204,Cluster3,0.329567342997,bright,0.724137544632,tonal,0.769086122513,voice,0.545689761639
2289,The Beginning After the End,Stars,69142,a9734033-bb9c-401e-8568-35b02b1e1bf8,7837,"mixtape, best of 2007, best of, rock, canada",Best Albums of 2007,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/a/a9/a9734033-bb9c-401e-8568-35b02b1e1bf8-0.json,TRUE,danceable,0.999991595745,female,0.709648728371,electronic,0.792121946812,ambient,0.31108635664,hip,0.967635214329,jaz,0.313974827528,ChaChaCha,0.667110443115,not_acoustic,0.996825635433,not_aggressive,0.999994456768,electronic,0.996532142162,not_happy,0.881335318089,party,0.766545772552,relaxed,0.898876488209,not_sad,0.930312693119,Cluster3,0.323611080647,dark,0.778600692749,atonal,0.999998748302,instrumental,0.985264539719
2289,Personal,Stars,40970,185adaae-c8ce-4391-8a5f-a784e21c84b4,7837,"mixtape, best of 2007, best of, rock, canada",Best Albums of 2007,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/1/18/185adaae-c8ce-4391-8a5f-a784e21c84b4-0.json,TRUE,danceable,0.803413569927,female,0.553695440292,electronic,0.978217959404,ambient,0.745041668415,rhy,0.545595467091,jaz,0.196662306786,VienneseWaltz,0.534709334373,acoustic,0.731928765774,not_aggressive,0.999999582767,electronic,0.71425652504,not_happy,0.99258941412,not_party,0.948429346085,relaxed,0.999981343746,sad,0.806850194931,Cluster5,0.382696181536,dark,0.986559152603,atonal,0.961546778679,instrumental,0.912239730358
2289,Play Your Cards Right,Common ft Bilal,69135,0a75f8a0-48db-49cd-a621-9d68b7a4da1e,7837,"mixtape, best of 2007, best of, rock, canada",Best Albums of 2007,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/0/0a/0a75f8a0-48db-49cd-a621-9d68b7a4da1e-0.json,TRUE,danceable,0.995633840561,male,0.700744092464,electronic,0.689595878124,trance,0.433527648449,dan,0.546650707722,jaz,0.313974827528,ChaChaCha,0.959917783737,not_acoustic,0.990403175354,aggressive,0.84122300148,electronic,0.573069989681,not_happy,0.833387553692,party,0.870463490486,not_relaxed,0.767855525017,not_sad,0.587086081505,Cluster5,0.591313004494,bright,0.659524559975,atonal,0.552726209164,voice,0.991992890835
2289,Superwoman,Alicia Keys,27625,f203c2ed-c8f9-4a5c-96c1-6ce00d2d40a5,7837,"mixtape, best of 2007, best of, rock, canada",Best Albums of 2007,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/f/f2/f203c2ed-c8f9-4a5c-96c1-6ce00d2d40a5-0.json,TRUE,danceable,0.696328639984,female,0.999823927879,electronic,0.999973237514,trance,0.410857856274,rhy,0.619144141674,jaz,0.313974827528,VienneseWaltz,0.57189977169,not_acoustic,0.673959612846,not_aggressive,0.966488599777,not_electronic,0.802299380302,not_happy,0.935662329197,not_party,0.868976771832,relaxed,0.735469043255,not_sad,0.59273147583,Cluster3,0.411047875881,bright,0.788783550262,atonal,0.940640032291,voice,0.636820077896
2289,Late Morning Lullaby,Brandi Carlile,69134,8513c201-3729-410c-bf01-a6481ce0ef3f,7837,"mixtape, best of 2007, best of, rock, canada",Best Albums of 2007,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/8/85/8513c201-3729-410c-bf01-a6481ce0ef3f-0.json,FALSE
2289,Are You Alright,Lucinda Williams,69138,cc24851e-2d0c-4983-9e65-3de6deb6020b,7837,"mixtape, best of 2007, best of, rock, canada",Best Albums of 2007,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/c/cc/cc24851e-2d0c-4983-9e65-3de6deb6020b-0.json,FALSE
2289,Fancy Funeral,Lucinda Williams,1951185,5178171d-4d14-4774-902f-f371097e7032,7837,"mixtape, best of 2007, best of, rock, canada",Best Albums of 2007,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/5/51/5178171d-4d14-4774-902f-f371097e7032-0.json,TRUE,not_danceable,0.925118625164,male,0.526779651642,electronic,0.978161215782,ambient,0.884721517563,rhy,0.92310333252,roc,0.264167964458,VienneseWaltz,0.422187954187,acoustic,0.967234432697,not_aggressive,0.988500952721,not_electronic,0.886768102646,not_happy,0.822615087032,not_party,0.96615254879,relaxed,0.819877147675,sad,0.608187019825,Cluster3,0.480866998434,bright,0.878458023071,atonal,0.794768810272,voice,0.733143031597
2289,Conquest,The White Stripes,69143,26e52b61-971c-4cf8-b080-6405a5f339ed,7837,"mixtape, best of 2007, best of, rock, canada",Best Albums of 2007,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/2/26/26e52b61-971c-4cf8-b080-6405a5f339ed-0.json,FALSE
2289,You Can't Have It All,Ash,69133,d924f6fa-ef51-4e1e-88cc-a77d975ad1e1,7837,"mixtape, best of 2007, best of, rock, canada",Best Albums of 2007,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/d/d9/d924f6fa-ef51-4e1e-88cc-a77d975ad1e1-0.json,FALSE
2289,Your Love Alone Is Not Enough,Manic Street Preachers,1951095,d619a206-0bdf-402d-ba96-003fca413388,7837,"mixtape, best of 2007, best of, rock, canada",Best Albums of 2007,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/d/d6/d619a206-0bdf-402d-ba96-003fca413388-0.json,FALSE
