user_id,track_name,artist_name,8tracks_id,mbids,playlist_id,tags,playlist_name,path,in_db,danceability_value,danceability_prob,gender_value,gender_prob,genre_dortmund_value,genre_dortmund_prob,genre_electronic_value,genre_electronic_prob,genre_rosamerica_value,genre_rosamerica_prob,genre_tzanetakis_value,genre_tzanetakis_prob,ismir04_rhythm_value,ismir04_rhythm_prob,mood_acoustic_value,mood_acoustic_prob,mood_aggressive_value,mood_aggressive_prob,mood_electronic_value,mood_electronic_prob,mood_happy_value,mood_happy_prob,mood_party_value,mood_party_prob,mood_relaxed_value,mood_relaxed_prob,mood_sad_value,mood_sad_prob,moods_mirex_value,moods_mirex_prob,timbre_value,timbre_prob,tonal_atonal_value,tonal_atonal_prob,voice_instrumental_value,voice_instrumental_prob
26025,Woody,Hayden,247709,663b1641-c099-4cd9-9c18-a98705309211,30616,"folk, indie rock, waltzes",.75 = 3/4 or 6/8,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/6/66/663b1641-c099-4cd9-9c18-a98705309211-0.json,TRUE,danceable,0.867449998856,male,0.507722556591,raphiphop,0.561020672321,house,0.548647940159,hip,0.401933550835,jaz,0.3217048347,ChaChaCha,0.563216209412,not_acoustic,0.558751225471,not_aggressive,0.686839044094,electronic,0.69044137001,not_happy,0.920712769032,party,0.836293280125,not_relaxed,0.763606131077,not_sad,0.798506140709,Cluster2,0.432634055614,bright,0.52549046278,atonal,0.936862170696,voice,0.994082391262
26025,Fish In The Sea,Madeline,247722,0971570a-ed61-4bc7-a732-cd09a01af47d,30616,"folk, indie rock, waltzes",.75 = 3/4 or 6/8,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/0/09/0971570a-ed61-4bc7-a732-cd09a01af47d-0.json,FALSE
26025,Call to the Comptroller's Office,Bridge And Tunnel,247696,f19821dd-542a-44ac-896d-752016ef9a49,30616,"folk, indie rock, waltzes",.75 = 3/4 or 6/8,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/f/f1/f19821dd-542a-44ac-896d-752016ef9a49-0.json,FALSE
26025,Inflammatory Writ,Joanna Newsom,247710,70cb7407-cfe4-4bac-abba-3123a6c891eb,30616,"folk, indie rock, waltzes",.75 = 3/4 or 6/8,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/7/70/70cb7407-cfe4-4bac-abba-3123a6c891eb-0.json,TRUE,not_danceable,0.62102752924,female,0.978001534939,electronic,0.55313283205,ambient,0.775333225727,rhy,0.378898173571,jaz,0.313974827528,VienneseWaltz,0.945819139481,acoustic,0.960970163345,not_aggressive,0.951849222183,not_electronic,0.972254037857,happy,0.864034175873,not_party,0.873229324818,not_relaxed,0.734534740448,sad,0.520069241524,Cluster2,0.396857917309,bright,0.978691101074,tonal,0.910821259022,instrumental,0.897839963436
26025,Cliquot,Beirut,247671,f9a04e8d-d423-4671-a5f3-00739d6823ac,30616,"folk, indie rock, waltzes",.75 = 3/4 or 6/8,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/f/f9/f9a04e8d-d423-4671-a5f3-00739d6823ac-0.json,TRUE,not_danceable,0.540215194225,female,0.664206385612,electronic,0.970620810986,ambient,0.767758190632,pop,0.665065944195,jaz,0.313974827528,VienneseWaltz,0.554619014263,not_acoustic,0.575785160065,not_aggressive,0.9963285923,not_electronic,0.66799300909,not_happy,0.513521254063,not_party,0.762189090252,relaxed,0.899357378483,sad,0.581055939198,Cluster5,0.461820989847,bright,0.988909065723,tonal,0.855796515942,instrumental,0.79381018877
26025,Baby Blue Sedan ,modest mouse,247723,30e8205f-67f0-4081-8a10-1a42e71fda45,30616,"folk, indie rock, waltzes",.75 = 3/4 or 6/8,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/3/30/30e8205f-67f0-4081-8a10-1a42e71fda45-0.json,FALSE
26025,My Mother Was A Chinese Trapeze Artist,The Decemberists,247704,ca07eb23-035b-417f-8048-542ede066e5b,30616,"folk, indie rock, waltzes",.75 = 3/4 or 6/8,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/c/ca/ca07eb23-035b-417f-8048-542ede066e5b-0.json,TRUE,not_danceable,0.71471363306,female,0.724046587944,electronic,0.963548243046,ambient,0.702163159847,rhy,0.431137531996,jaz,0.267067581415,Tango,0.928577840328,acoustic,0.636694908142,not_aggressive,1,not_electronic,0.589673399925,not_happy,0.678311944008,not_party,0.997022390366,relaxed,0.80316901207,sad,0.681283891201,Cluster3,0.4210485816,bright,0.904086351395,tonal,0.984906613827,instrumental,0.929185569286
26025,Oh Comely,Neutral Milk Hotel,247727,3bc99a58-043f-40fb-a829-c86572011403,30616,"folk, indie rock, waltzes",.75 = 3/4 or 6/8,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/3/3b/3bc99a58-043f-40fb-a829-c86572011403-0.json,FALSE
26025,Miss Misery (Early version),Elliott Smith,247731,f3092121-3961-4fae-88ca-b1bb42326f69,30616,"folk, indie rock, waltzes",.75 = 3/4 or 6/8,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/f/f3/f3092121-3961-4fae-88ca-b1bb42326f69-0.json,TRUE,not_danceable,0.896961629391,female,0.639713346958,electronic,0.55403226614,ambient,0.900554835796,rhy,0.429172575474,jaz,0.313974827528,VienneseWaltz,0.325345933437,acoustic,0.990310192108,not_aggressive,0.975228846073,not_electronic,0.776123285294,not_happy,0.852121353149,not_party,0.920790731907,relaxed,0.953992009163,sad,0.820626735687,Cluster3,0.713070213795,bright,0.613889813423,atonal,0.971767365932,voice,0.96567094326
26025,Romulus,Sufjan Stevens,247761,d400a788-9f83-4c6c-b5ad-23da77885158,30616,"folk, indie rock, waltzes",.75 = 3/4 or 6/8,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/d/d4/d400a788-9f83-4c6c-b5ad-23da77885158-0.json,TRUE,not_danceable,0.985364496708,male,0.821352243423,electronic,0.94869017601,ambient,0.936680912971,cla,0.592057228088,jaz,0.308918893337,VienneseWaltz,0.895404398441,acoustic,0.934735774994,not_aggressive,0.999993562698,not_electronic,0.792684853077,not_happy,0.647260069847,not_party,0.986706614494,relaxed,0.996700584888,sad,0.819155991077,Cluster3,0.400430649519,bright,0.647038042545,tonal,0.963202536106,instrumental,0.631016612053
